,,,,,当年,当日,当月
长险趸交,大个险,河北省分公司,服务营销渠道,同比增速,-0.102769636,0.978619153,-0.175837411
长险趸交,大个险,河南省分公司,个险渠道,保费合计,5406.259244,11.278554,443.5467141
长险趸交,大个险,河南省分公司,个险渠道,同比增速,-0.050746908,0.304673493,-0.054964053
长险趸交,大个险,河南省分公司,互动渠道,保费合计,308.969,0.001,27.04033776
长险趸交,大个险,河南省分公司,互动渠道,同比增速,-0.760379773,0,-0.766542413
长险趸交,大个险,河南省分公司,服务营销渠道,保费合计,5276.179556,11.100885,447.6881803
长险趸交,大个险,河南省分公司,服务营销渠道,同比增速,1.525311174,16.68304475,1.453350735
长险趸交,大个险,湖北省分公司,个险渠道,保费合计,4364.1757,21.773286,347.7698878
长险趸交,大个险,湖北省分公司,个险渠道,同比增速,-0.090899593,0.723055386,-0.179991101
长险趸交,大个险,湖北省分公司,互动渠道,保费合计,703.949096,5.974033,72.68229797
长险趸交,大个险,湖北省分公司,互动渠道,同比增速,-0.274718038,0.895230859,-0.305947263
长险趸交,大个险,湖北省分公司,服务营销渠道,保费合计,4006.27698,10.800124,342.8661967
长险趸交,大个险,湖北省分公司,服务营销渠道,同比增速,-0.248490436,-0.196385263,-0.022818086
长险趸交,大个险,湖南省分公司,个险渠道,保费合计,4793.909712,9.11228,345.220344
长险趸交,大个险,湖南省分公司,个险渠道,同比增速,-0.178613675,0.418697522,-0.103894842
长险趸交,大个险,湖南省分公司,互动渠道,保费合计,20405.11124,32.864973,2120.648283
长险趸交,大个险,湖南省分公司,互动渠道,同比增速,-0.509171393,5.807330132,-0.431846095
长险趸交,大个险,湖南省分公司,服务营销渠道,保费合计,6478.25088,16.574814,672.5592117
长险趸交,大个险,湖南省分公司,服务营销渠道,同比增速,0.369818667,1.109471538,0.103901443
长险趸交,大个险,福建省分公司,个险渠道,保费合计,1834.702648,5.060891,216.1469543
长险趸交,大个险,福建省分公司,个险渠道,同比增速,0.025089172,1.474533417,0.070182618
长险趸交,大个险,福建省分公司,互动渠道,保费合计,4642.22908,1.612378,436.6289124
长险趸交,大个险,福建省分公司,互动渠道,同比增速,-0.293066602,7.118721047,-0.127111522
长险趸交,大个险,福建省分公司,服务营销渠道,保费合计,1123.005612,1.365367,79.43722987
长险趸交,大个险,福建省分公司,服务营销渠道,同比增速,3.127554438,3.404409677,3.082215858
长险趸交,大个险,黑龙江分公司,个险渠道,保费合计,5851.31044,20.7402,611.3043328
长险趸交,大个险,黑龙江分公司,个险渠道,同比增速,0.099493293,7.266650723,0.05540103
长险趸交,大个险,黑龙江分公司,互动渠道,保费合计,129.12272,0,11.28765257
长险趸交,大个险,黑龙江分公司,互动渠道,同比增速,-0.402831238,0,-0.439300592
长险趸交,大个险,黑龙江分公司,服务营销渠道,保费合计,5025.578364,9.818979,408.1387121
长险趸交,大个险,黑龙江分公司,服务营销渠道,同比增速,0.542612386,0.882220369,0.600464536
长险趸交,非大个险,北京市分公司,团险渠道,保费合计,67435.49704,30.838422,6439.77757
长险趸交,非大个险,北京市分公司,团险渠道,同比增速,-0.122126191,-0.346312603,-0.265905338
长险趸交,非大个险,北京市分公司,电销渠道,保费合计,56.8416,0,3.859145508
长险趸交,非大个险,北京市分公司,电销渠道,同比增速,0.149327488,0,0.08038257
长险趸交,非大个险,北京市分公司,银邮渠道,保费合计,92154.42296,0.797316,8616.256771
长险趸交,非大个险,北京市分公司,银邮渠道,同比增速,-0.61010367,-0.939953684,-0.662222601
长险趸交,非大个险,安徽省分公司,团险渠道,保费合计,2638.5447,0.440145,317.3669528
长险趸交,非大个险,安徽省分公司,团险渠道,同比增速,0.042725645,-0.446260977,-0.005071755
长险趸交,非大个险,安徽省分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,安徽省分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,安徽省分公司,银邮渠道,保费合计,150744.2746,-8.24018,11384.90303
长险趸交,非大个险,安徽省分公司,银邮渠道,同比增速,-0.606275651,-10.66295323,-0.536429936
长险趸交,非大个险,河北省分公司,团险渠道,保费合计,6915.506208,37.580335,575.9302225
长险趸交,非大个险,河北省分公司,团险渠道,同比增速,-0.472225239,2.426046197,-0.379040402
长险趸交,非大个险,河北省分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,河北省分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,河北省分公司,银邮渠道,保费合计,309434.2448,22.92908,25853.76066
长险趸交,非大个险,河北省分公司,银邮渠道,同比增速,-0.517088968,-0.549155788,-0.500996151
长险趸交,非大个险,河南省分公司,团险渠道,保费合计,66347.73084,9.915037,5710.429802
长险趸交,非大个险,河南省分公司,团险渠道,同比增速,15.15486604,0,15.11538109
长险趸交,非大个险,河南省分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,河南省分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,河南省分公司,银邮渠道,保费合计,275220.4484,11.078985,28245.1856
长险趸交,非大个险,河南省分公司,银邮渠道,同比增速,-0.648993647,-0.549656175,-0.620949476
长险趸交,非大个险,湖北省分公司,团险渠道,保费合计,1308.822312,4.541328,130.702479
长险趸交,非大个险,湖北省分公司,团险渠道,同比增速,-0.774711219,5.36396861,-0.690548093
长险趸交,非大个险,湖北省分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,湖北省分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,湖北省分公司,银邮渠道,保费合计,321258.7475,16.780384,26552.52616
长险趸交,非大个险,湖北省分公司,银邮渠道,同比增速,-0.257692079,0.072635446,-0.208308401
长险趸交,非大个险,湖南省分公司,团险渠道,保费合计,10558.23511,8.421682,794.6511612
长险趸交,非大个险,湖南省分公司,团险渠道,同比增速,-0.472067193,3.260346223,-0.629129534
长险趸交,非大个险,湖南省分公司,电销渠道,保费合计,0.64,0,0.055238163
长险趸交,非大个险,湖南省分公司,电销渠道,同比增速,-0.903540079,0,-0.815522188
长险趸交,非大个险,湖南省分公司,银邮渠道,保费合计,412888.3996,34.39534,47989.13947
长险趸交,非大个险,湖南省分公司,银邮渠道,同比增速,-0.224690612,-0.236398786,-0.185962564
长险趸交,非大个险,福建省分公司,团险渠道,保费合计,1568.969248,4.770603,209.5067647
长险趸交,非大个险,福建省分公司,团险渠道,同比增速,-0.983241784,0,-1.085492468
长险趸交,非大个险,福建省分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,福建省分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,福建省分公司,银邮渠道,保费合计,57815.223,9.04398,6655.70235
长险趸交,非大个险,福建省分公司,银邮渠道,同比增速,-0.551010804,-0.277166846,-0.649561878
长险趸交,非大个险,黑龙江分公司,团险渠道,保费合计,97.492096,1.042964,10.7650777
长险趸交,非大个险,黑龙江分公司,团险渠道,同比增速,-0.821133722,0,-0.656320229
长险趸交,非大个险,黑龙江分公司,电销渠道,保费合计,0,0,0
长险趸交,非大个险,黑龙江分公司,电销渠道,同比增速,0,0,0
长险趸交,非大个险,黑龙江分公司,银邮渠道,保费合计,96207.64392,7.2786,7324.759516
长险趸交,非大个险,黑龙江分公司,银邮渠道,同比增速,-0.552267475,-0.437465511,-0.574534985
