,,,,,当年,当日,当月
团险渠道,其他长险趸交,同比增速,河北省分公司,非大个险,-0.420462445,2.426046197,2.426046197
团险渠道,其他长险趸交,同比增速,河南省分公司,非大个险,17.05182398,0,0
团险渠道,其他长险趸交,同比增速,浙江省分公司,非大个险,0.322509518,-0.968921396,-0.968921396
团险渠道,其他长险趸交,同比增速,湖北省分公司,非大个险,-0.800264923,5.36396861,5.36396861
团险渠道,其他长险趸交,同比增速,湖南省分公司,非大个险,-0.468553857,3.260346223,3.260346223
团险渠道,其他长险趸交,同比增速,福建省分公司,非大个险,-0.983393279,0,0
团险渠道,其他长险趸交,同比增速,辽宁省分公司,非大个险,-0.075580733,-0.669724771,-0.669724771
团险渠道,其他长险趸交,同比增速,黑龙江分公司,非大个险,-0.832228464,0,0
团险渠道,长险趸交,保费合计,上海市分公司,非大个险,460.406222,0.352855,0.352855
团险渠道,长险趸交,保费合计,内蒙古分公司,非大个险,30.85109,0,0
团险渠道,长险趸交,保费合计,北京市分公司,非大个险,16858.87426,30.838422,30.838422
团险渠道,长险趸交,保费合计,吉林省分公司,非大个险,115.887223,2.404603,2.404603
团险渠道,长险趸交,保费合计,天津市分公司,非大个险,53.260705,0.341025,0.341025
团险渠道,长险趸交,保费合计,安徽省分公司,非大个险,659.636175,0.440145,0.440145
团险渠道,长险趸交,保费合计,山东省分公司,非大个险,3251.117236,3.306236,3.306236
团险渠道,长险趸交,保费合计,山西省分公司,非大个险,187.758257,3.906377,3.906377
团险渠道,长险趸交,保费合计,江苏省分公司,非大个险,12088.40026,2.997302,2.997302
团险渠道,长险趸交,保费合计,江西省分公司,非大个险,386.177704,0.254284,0.254284
团险渠道,长险趸交,保费合计,河北省分公司,非大个险,1728.876552,37.580335,37.580335
团险渠道,长险趸交,保费合计,河南省分公司,非大个险,16586.93271,9.915037,9.915037
团险渠道,长险趸交,保费合计,浙江省分公司,非大个险,16858.30413,8.667865,8.667865
团险渠道,长险趸交,保费合计,湖北省分公司,非大个险,327.205578,4.541328,4.541328
团险渠道,长险趸交,保费合计,湖南省分公司,非大个险,2639.558777,8.421682,8.421682
团险渠道,长险趸交,保费合计,福建省分公司,非大个险,392.242312,4.770603,4.770603
团险渠道,长险趸交,保费合计,辽宁省分公司,非大个险,93.84719,1.08,1.08
团险渠道,长险趸交,保费合计,黑龙江分公司,非大个险,24.373024,1.042964,1.042964
团险渠道,长险趸交,同比增速,上海市分公司,非大个险,-0.742907262,0,0
团险渠道,长险趸交,同比增速,内蒙古分公司,非大个险,-0.916916989,0,0
团险渠道,长险趸交,同比增速,北京市分公司,非大个险,-0.122126191,-0.346312603,-0.346312603
团险渠道,长险趸交,同比增速,吉林省分公司,非大个险,-0.876116512,0,0
团险渠道,长险趸交,同比增速,天津市分公司,非大个险,-0.932209319,0,0
团险渠道,长险趸交,同比增速,安徽省分公司,非大个险,0.042725645,-0.446260977,-0.446260977
团险渠道,长险趸交,同比增速,山东省分公司,非大个险,-0.129632128,-0.739310318,-0.739310318
团险渠道,长险趸交,同比增速,山西省分公司,非大个险,-0.076857354,0.159162315,0.159162315
团险渠道,长险趸交,同比增速,江苏省分公司,非大个险,0.354982928,4.167762069,4.167762069
团险渠道,长险趸交,同比增速,江西省分公司,非大个险,-0.504779611,1.54284,1.54284
团险渠道,长险趸交,同比增速,河北省分公司,非大个险,-0.472225239,2.426046197,2.426046197
团险渠道,长险趸交,同比增速,河南省分公司,非大个险,15.15486604,0,0
团险渠道,长险趸交,同比增速,浙江省分公司,非大个险,0.315574793,-0.968921396,-0.968921396
团险渠道,长险趸交,同比增速,湖北省分公司,非大个险,-0.774711219,5.36396861,5.36396861
团险渠道,长险趸交,同比增速,湖南省分公司,非大个险,-0.472067193,3.260346223,3.260346223
团险渠道,长险趸交,同比增速,福建省分公司,非大个险,-0.983241784,0,0
团险渠道,长险趸交,同比增速,辽宁省分公司,非大个险,-0.133772816,-0.669724771,-0.669724771
团险渠道,长险趸交,同比增速,黑龙江分公司,非大个险,-0.821133722,0,0
团险渠道,中短存续期产品,保费合计,上海市分公司,非大个险,0,0,0
团险渠道,中短存续期产品,保费合计,内蒙古分公司,非大个险,0,0,0
团险渠道,中短存续期产品,保费合计,北京市分公司,非大个险,106.866589,0,0
团险渠道,中短存续期产品,保费合计,吉林省分公司,非大个险,21.56,0,0
团险渠道,中短存续期产品,保费合计,天津市分公司,非大个险,0,0,0
团险渠道,中短存续期产品,保费合计,安徽省分公司,非大个险,5.61,0,0
团险渠道,中短存续期产品,保费合计,山东省分公司,非大个险,16.24726,0,0
团险渠道,中短存续期产品,保费合计,山西省分公司,非大个险,10.142,0,0
团险渠道,中短存续期产品,保费合计,江苏省分公司,非大个险,354.689048,0,0
团险渠道,中短存续期产品,保费合计,江西省分公司,非大个险,16.038,0,0
团险渠道,中短存续期产品,保费合计,河北省分公司,非大个险,231.1639,0,0
团险渠道,中短存续期产品,保费合计,河南省分公司,非大个险,5.247,0,0
团险渠道,中短存续期产品,保费合计,浙江省分公司,非大个险,2.431,0,0
团险渠道,中短存续期产品,保费合计,湖北省分公司,非大个险,58.498,0,0
团险渠道,中短存续期产品,保费合计,湖南省分公司,非大个险,19.811,0,0
团险渠道,中短存续期产品,保费合计,福建省分公司,非大个险,3.6355,0,0
团险渠道,中短存续期产品,保费合计,辽宁省分公司,非大个险,0,0,0
团险渠道,中短存续期产品,保费合计,黑龙江分公司,非大个险,9.8285,0,0
团险渠道,中短存续期产品,同比增速,上海市分公司,非大个险,0,0,0
团险渠道,中短存续期产品,同比增速,内蒙古分公司,非大个险,0,0,0
团险渠道,中短存续期产品,同比增速,北京市分公司,非大个险,-0.634875446,-1,-1
团险渠道,中短存续期产品,同比增速,吉林省分公司,非大个险,-0.493670886,0,0
团险渠道,中短存续期产品,同比增速,天津市分公司,非大个险,-1,0,0
团险渠道,中短存续期产品,同比增速,安徽省分公司,非大个险,-0.714605484,0,0
团险渠道,中短存续期产品,同比增速,山东省分公司,非大个险,-0.861228065,0,0
团险渠道,中短存续期产品,同比增速,山西省分公司,非大个险,-0.90896884,0,0
团险渠道,中短存续期产品,同比增速,江苏省分公司,非大个险,-0.375475696,0,0
团险渠道,中短存续期产品,同比增速,江西省分公司,非大个险,-0.573060029,0,0
团险渠道,中短存续期产品,同比增速,河北省分公司,非大个险,-0.665687773,0,0
团险渠道,中短存续期产品,同比增速,河南省分公司,非大个险,-0.951499822,0,0
团险渠道,中短存续期产品,同比增速,浙江省分公司,非大个险,-0.964784399,0,0
团险渠道,中短存续期产品,同比增速,湖北省分公司,非大个险,-0.453611425,0,0
团险渠道,中短存续期产品,同比增速,湖南省分公司,非大个险,-0.718316468,0,0
团险渠道,中短存续期产品,同比增速,福建省分公司,非大个险,-0.326197757,0,0
团险渠道,中短存续期产品,同比增速,辽宁省分公司,非大个险,-1,0,0
团险渠道,中短存续期产品,同比增速,黑龙江分公司,非大个险,-0.801730833,0,0
团险渠道,短期险,保费合计,上海市分公司,非大个险,1475.339512,9.5667,9.5667
团险渠道,短期险,保费合计,内蒙古分公司,非大个险,284.30536,1.1215,1.1215
团险渠道,短期险,保费合计,北京市分公司,非大个险,29030.56014,27.845577,27.845577
团险渠道,短期险,保费合计,吉林省分公司,非大个险,461.576595,6.068625,6.068625
团险渠道,短期险,保费合计,天津市分公司,非大个险,186.485223,11.808,11.808
团险渠道,短期险,保费合计,安徽省分公司,非大个险,697.032497,18.60263,18.60263
团险渠道,短期险,保费合计,山东省分公司,非大个险,1578.751621,26.306335,26.306335
团险渠道,短期险,保费合计,山西省分公司,非大个险,405.627571,3.359164,3.359164
团险渠道,短期险,保费合计,江苏省分公司,非大个险,2592.910335,33.007482,33.007482
团险渠道,短期险,保费合计,江西省分公司,非大个险,1341.141265,10.707048,10.707048
团险渠道,短期险,保费合计,河北省分公司,非大个险,1676.156198,79.13596,79.13596
团险渠道,短期险,保费合计,河南省分公司,非大个险,2637.606876,1396.70901,1396.70901
团险渠道,短期险,保费合计,浙江省分公司,非大个险,2348.497573,85.824541,85.824541
团险渠道,短期险,保费合计,湖北省分公司,非大个险,1894.581276,18.15314,18.15314
团险渠道,短期险,保费合计,湖南省分公司,非大个险,4056.824593,4.1751,4.1751
团险渠道,短期险,保费合计,福建省分公司,非大个险,617.562882,5.698225,5.698225
团险渠道,短期险,保费合计,辽宁省分公司,非大个险,780.367883,15.3802,15.3802
团险渠道,短期险,保费合计,黑龙江分公司,非大个险,583.636903,19.471485,19.471485
团险渠道,短期险,同比增速,上海市分公司,非大个险,0.05422793,-3.517502282,-3.517502282
团险渠道,短期险,同比增速,内蒙古分公司,非大个险,-0.163566687,-0.855291275,-0.855291275
团险渠道,短期险,同比增速,北京市分公司,非大个险,1.161601529,2.676569101,2.676569101
团险渠道,短期险,同比增速,吉林省分公司,非大个险,-0.440228784,-0.521662108,-0.521662108
团险渠道,短期险,同比增速,天津市分公司,非大个险,0.044080385,97.93590281,97.93590281
团险渠道,短期险,同比增速,安徽省分公司,非大个险,-0.028932787,-0.12757513,-0.12757513
团险渠道,短期险,同比增速,山东省分公司,非大个险,0.033341494,-0.12926056,-0.12926056
团险渠道,短期险,同比增速,山西省分公司,非大个险,-0.163778321,-0.3798476,-0.3798476
团险渠道,短期险,同比增速,江苏省分公司,非大个险,0.03372379,0.173874203,0.173874203
团险渠道,短期险,同比增速,江西省分公司,非大个险,-0.541871653,0.131224161,0.131224161
团险渠道,短期险,同比增速,河北省分公司,非大个险,-0.258143652,3.646924899,3.646924899
团险渠道,短期险,同比增速,河南省分公司,非大个险,-0.276223205,180.8915729,180.8915729
团险渠道,短期险,同比增速,浙江省分公司,非大个险,0.135429524,5.767791323,5.767791323
团险渠道,短期险,同比增速,湖北省分公司,非大个险,-0.40250499,-0.009309461,-0.009309461
团险渠道,短期险,同比增速,湖南省分公司,非大个险,-0.114663348,0.626894751,0.626894751
团险渠道,短期险,同比增速,福建省分公司,非大个险,-0.539552374,0.997116597,0.997116597
团险渠道,短期险,同比增速,辽宁省分公司,非大个险,-0.071760957,-0.072678622,-0.072678622
团险渠道,短期险,同比增速,黑龙江分公司,非大个险,-0.551700588,-0.089154581,-0.089154581
服务营销渠道,其他长险趸交,保费合计,上海市分公司,大个险,20.18292,0.490015,0.490015
服务营销渠道,其他长险趸交,保费合计,内蒙古分公司,大个险,911.898926,3.925068,3.925068
服务营销渠道,其他长险趸交,保费合计,北京市分公司,大个险,2068.916265,12.517494,12.517494
服务营销渠道,其他长险趸交,保费合计,吉林省分公司,大个险,1783.388048,14.965478,14.965478
服务营销渠道,其他长险趸交,保费合计,天津市分公司,大个险,109.26889,3.29505,3.29505
服务营销渠道,其他长险趸交,保费合计,安徽省分公司,大个险,492.01184,6.06809,6.06809
服务营销渠道,其他长险趸交,保费合计,山东省分公司,大个险,1569.243116,24.425345,24.425345
服务营销渠道,其他长险趸交,保费合计,山西省分公司,大个险,1532.895173,12.88268,12.88268
服务营销渠道,其他长险趸交,保费合计,江苏省分公司,大个险,931.906987,7.031407,7.031407
服务营销渠道,其他长险趸交,保费合计,江西省分公司,大个险,807.487991,13.135402,13.135402
服务营销渠道,其他长险趸交,保费合计,河北省分公司,大个险,2929.36772,33.345075,33.345075
服务营销渠道,其他长险趸交,保费合计,河南省分公司,大个险,1149.648849,11.100885,11.100885
服务营销渠道,其他长险趸交,保费合计,浙江省分公司,大个险,1602.235731,41.518297,41.518297
服务营销渠道,其他长险趸交,保费合计,湖北省分公司,大个险,943.880845,10.800124,10.800124
服务营销渠道,其他长险趸交,保费合计,湖南省分公司,大个险,1262.73431,16.574814,16.574814
服务营销渠道,其他长险趸交,保费合计,福建省分公司,大个险,280.201403,1.365367,1.365367
服务营销渠道,其他长险趸交,保费合计,辽宁省分公司,大个险,539.548465,26.308435,26.308435
服务营销渠道,其他长险趸交,保费合计,黑龙江分公司,大个险,1224.388991,9.818979,9.818979
服务营销渠道,其他长险趸交,同比增速,上海市分公司,大个险,-0.353599861,0.072242888,0.072242888
服务营销渠道,其他长险趸交,同比增速,内蒙古分公司,大个险,0.237569657,0.696959792,0.696959792
服务营销渠道,其他长险趸交,同比增速,北京市分公司,大个险,1.730660489,4.003395155,4.003395155
服务营销渠道,其他长险趸交,同比增速,吉林省分公司,大个险,1.368137829,1.408829248,1.408829248
服务营销渠道,其他长险趸交,同比增速,天津市分公司,大个险,-0.216333716,-0.183767247,-0.183767247
服务营销渠道,其他长险趸交,同比增速,安徽省分公司,大个险,0.381615445,0.297917758,0.297917758
服务营销渠道,其他长险趸交,同比增速,山东省分公司,大个险,0.905868753,1.09458785,1.09458785
服务营销渠道,其他长险趸交,同比增速,山西省分公司,大个险,2.521339898,3.691588581,3.691588581
服务营销渠道,其他长险趸交,同比增速,江苏省分公司,大个险,0.524749125,0.394550442,0.394550442
服务营销渠道,其他长险趸交,同比增速,江西省分公司,大个险,0.514694383,0.423108142,0.423108142
服务营销渠道,其他长险趸交,同比增速,河北省分公司,大个险,-0.073422308,0.978619153,0.978619153
服务营销渠道,其他长险趸交,同比增速,河南省分公司,大个险,1.763182122,16.68304475,16.68304475
服务营销渠道,其他长险趸交,同比增速,浙江省分公司,大个险,1.21734039,0.786729162,0.786729162
服务营销渠道,其他长险趸交,同比增速,湖北省分公司,大个险,1.021523563,-0.196385263,-0.196385263
服务营销渠道,其他长险趸交,同比增速,湖南省分公司,大个险,0.395039954,1.109471538,1.109471538
服务营销渠道,其他长险趸交,同比增速,福建省分公司,大个险,3.314851755,3.404409677,3.404409677
服务营销渠道,其他长险趸交,同比增速,辽宁省分公司,大个险,0.907401312,1.259082162,1.259082162
服务营销渠道,其他长险趸交,同比增速,黑龙江分公司,大个险,0.695928677,0.882220369,0.882220369
服务营销渠道,长险趸交,保费合计,上海市分公司,大个险,20.40292,0.490015,0.490015
服务营销渠道,长险趸交,保费合计,内蒙古分公司,大个险,911.898926,3.925068,3.925068
服务营销渠道,长险趸交,保费合计,北京市分公司,大个险,2227.468065,13.837494,13.837494
服务营销渠道,长险趸交,保费合计,吉林省分公司,大个险,1828.224048,14.965478,14.965478
服务营销渠道,长险趸交,保费合计,天津市分公司,大个险,109.70889,3.29505,3.29505
服务营销渠道,长险趸交,保费合计,安徽省分公司,大个险,514.30884,6.06809,6.06809
服务营销渠道,长险趸交,保费合计,山东省分公司,大个险,1880.881616,24.425345,24.425345
服务营销渠道,长险趸交,保费合计,山西省分公司,大个险,1596.874473,12.88268,12.88268
服务营销渠道,长险趸交,保费合计,江苏省分公司,大个险,978.133207,7.031407,7.031407
服务营销渠道,长险趸交,保费合计,江西省分公司,大个险,828.986391,13.135402,13.135402
服务营销渠道,长险趸交,保费合计,河北省分公司,大个险,3111.52002,33.345075,33.345075
服务营销渠道,长险趸交,保费合计,河南省分公司,大个险,1319.044889,11.100885,11.100885
服务营销渠道,长险趸交,保费合计,浙江省分公司,大个险,1633.365731,41.518297,41.518297
服务营销渠道,长险趸交,保费合计,湖北省分公司,大个险,1001.569245,10.800124,10.800124
服务营销渠道,长险趸交,保费合计,湖南省分公司,大个险,1619.56272,16.574814,16.574814
服务营销渠道,长险趸交,保费合计,福建省分公司,大个险,280.751403,1.365367,1.365367
服务营销渠道,长险趸交,保费合计,辽宁省分公司,大个险,539.658465,26.308435,26.308435
服务营销渠道,长险趸交,保费合计,黑龙江分公司,大个险,1256.394591,9.818979,9.818979
服务营销渠道,长险趸交,同比增速,上海市分公司,大个险,-0.351125842,0.072242888,0.072242888
服务营销渠道,长险趸交,同比增速,内蒙古分公司,大个险,0.201690819,0.696959792,0.696959792
服务营销渠道,长险趸交,同比增速,北京市分公司,大个险,1.28834801,4.531015269,4.531015269
服务营销渠道,长险趸交,同比增速,吉林省分公司,大个险,1.325531759,1.408829248,1.408829248
服务营销渠道,长险趸交,同比增速,天津市分公司,大个险,-0.272308608,-0.183767247,-0.183767247
服务营销渠道,长险趸交,同比增速,安徽省分公司,大个险,0.005127159,0.297917758,0.297917758
服务营销渠道,长险趸交,同比增速,山东省分公司,大个险,0.352032344,1.09458785,1.09458785
服务营销渠道,长险趸交,同比增速,山西省分公司,大个险,2.141225896,3.691588581,3.691588581
服务营销渠道,长险趸交,同比增速,江苏省分公司,大个险,0.522710731,0.394550442,0.394550442
服务营销渠道,长险趸交,同比增速,江西省分公司,大个险,0.282297128,0.423108142,0.423108142
服务营销渠道,长险趸交,同比增速,河北省分公司,大个险,-0.102769636,0.978619153,0.978619153
服务营销渠道,长险趸交,同比增速,河南省分公司,大个险,1.525311174,16.68304475,16.68304475
服务营销渠道,长险趸交,同比增速,浙江省分公司,大个险,1.110672081,0.786729162,0.786729162
服务营销渠道,长险趸交,同比增速,湖北省分公司,大个险,-0.248490436,-0.196385263,-0.196385263
服务营销渠道,长险趸交,同比增速,湖南省分公司,大个险,0.369818667,1.109471538,1.109471538
服务营销渠道,长险趸交,同比增速,福建省分公司,大个险,3.127554438,3.404409677,3.404409677
服务营销渠道,长险趸交,同比增速,辽宁省分公司,大个险,0.810624738,1.259082162,1.259082162
服务营销渠道,长险趸交,同比增速,黑龙江分公司,大个险,0.542612386,0.882220369,0.882220369
服务营销渠道,中短存续期产品,保费合计,上海市分公司,大个险,0.22,0,0
服务营销渠道,中短存续期产品,保费合计,内蒙古分公司,大个险,0,0,0
服务营销渠道,中短存续期产品,保费合计,北京市分公司,大个险,158.5518,1.32,1.32
服务营销渠道,中短存续期产品,保费合计,吉林省分公司,大个险,44.836,0,0
服务营销渠道,中短存续期产品,保费合计,天津市分公司,大个险,0.44,0,0
服务营销渠道,中短存续期产品,保费合计,安徽省分公司,大个险,22.297,0,0
服务营销渠道,中短存续期产品,保费合计,山东省分公司,大个险,311.6385,0,0
服务营销渠道,中短存续期产品,保费合计,山西省分公司,大个险,63.9793,0,0
服务营销渠道,中短存续期产品,保费合计,江苏省分公司,大个险,46.22622,0,0
服务营销渠道,中短存续期产品,保费合计,江西省分公司,大个险,21.4984,0,0
服务营销渠道,中短存续期产品,保费合计,河北省分公司,大个险,182.1523,0,0
服务营销渠道,中短存续期产品,保费合计,河南省分公司,大个险,169.39604,0,0
服务营销渠道,中短存续期产品,保费合计,浙江省分公司,大个险,31.13,0,0
服务营销渠道,中短存续期产品,保费合计,湖北省分公司,大个险,57.6884,0,0
服务营销渠道,中短存续期产品,保费合计,湖南省分公司,大个险,356.82841,0,0
服务营销渠道,中短存续期产品,保费合计,福建省分公司,大个险,0.55,0,0
服务营销渠道,中短存续期产品,保费合计,辽宁省分公司,大个险,0.11,0,0
服务营销渠道,中短存续期产品,保费合计,黑龙江分公司,大个险,32.0056,0,0
服务营销渠道,中短存续期产品,同比增速,上海市分公司,大个险,0,0,0
服务营销渠道,中短存续期产品,同比增速,内蒙古分公司,大个险,-1,0,0
服务营销渠道,中短存续期产品,同比增速,北京市分公司,大个险,-0.265059504,0,0
服务营销渠道,中短存续期产品,同比增速,吉林省分公司,大个险,0.355503824,0,0
服务营销渠道,中短存续期产品,同比增速,天津市分公司,大个险,-0.961165049,0,0
服务营销渠道,中短存续期产品,同比增速,安徽省分公司,大个险,-0.856677202,0,0
服务营销渠道,中短存续期产品,同比增速,山东省分公司,大个险,-0.451125342,0,0
服务营销渠道,中短存续期产品,同比增速,山西省分公司,大个险,-0.12410397,0,0
服务营销渠道,中短存续期产品,同比增速,江苏省分公司,大个险,0.482749241,0,0
服务营销渠道,中短存续期产品,同比增速,江西省分公司,大个险,-0.810390492,0,0
服务营销渠道,中短存续期产品,同比增速,河北省分公司,大个险,-0.405556274,0,0
服务营销渠道,中短存续期产品,同比增速,河南省分公司,大个险,0.594017121,0,0
服务营销渠道,中短存续期产品,同比增速,浙江省分公司,大个险,-0.392786783,0,0
服务营销渠道,中短存续期产品,同比增速,湖北省分公司,大个险,-0.933371955,0,0
服务营销渠道,中短存续期产品,同比增速,湖南省分公司,大个险,0.287449736,0,0
服务营销渠道,中短存续期产品,同比增速,福建省分公司,大个险,-0.821428571,0,0
服务营销渠道,中短存续期产品,同比增速,辽宁省分公司,大个险,-0.992753623,0,0
服务营销渠道,中短存续期产品,同比增速,黑龙江分公司,大个险,-0.653998002,0,0
服务营销渠道,短期险,保费合计,上海市分公司,大个险,0.1609,0,0
服务营销渠道,短期险,保费合计,内蒙古分公司,大个险,66.412758,1.0723,1.0723
服务营销渠道,短期险,保费合计,北京市分公司,大个险,95.697635,3.617481,3.617481
服务营销渠道,短期险,保费合计,吉林省分公司,大个险,428.762073,2.196515,2.196515
服务营销渠道,短期险,保费合计,天津市分公司,大个险,8.711698,0.1521,0.1521
服务营销渠道,短期险,保费合计,安徽省分公司,大个险,139.376257,2.7799,2.7799
服务营销渠道,短期险,保费合计,山东省分公司,大个险,350.593195,6.230909,6.230909
服务营销渠道,短期险,保费合计,山西省分公司,大个险,109.827201,2.3136,2.3136
服务营销渠道,短期险,保费合计,江苏省分公司,大个险,187.608027,1.649954,1.649954
服务营销渠道,短期险,保费合计,江西省分公司,大个险,96.155097,2.2838,2.2838
服务营销渠道,短期险,保费合计,河北省分公司,大个险,345.122958,6.6803,6.6803
服务营销渠道,短期险,保费合计,河南省分公司,大个险,147.171446,2.098,2.098
服务营销渠道,短期险,保费合计,浙江省分公司,大个险,156.177806,1.487283,1.487283
服务营销渠道,短期险,保费合计,湖北省分公司,大个险,171.969953,6.368629,6.368629
服务营销渠道,短期险,保费合计,湖南省分公司,大个险,144.383805,3.403298,3.403298
服务营销渠道,短期险,保费合计,福建省分公司,大个险,44.964118,0.392459,0.392459
服务营销渠道,短期险,保费合计,辽宁省分公司,大个险,31.839774,0.3534,0.3534
服务营销渠道,短期险,保费合计,黑龙江分公司,大个险,102.639565,1.801254,1.801254
服务营销渠道,短期险,同比增速,上海市分公司,大个险,-0.580813831,0,0
服务营销渠道,短期险,同比增速,内蒙古分公司,大个险,0.470890077,0.377038654,0.377038654
服务营销渠道,短期险,同比增速,北京市分公司,大个险,0.695235996,10.48771356,10.48771356
服务营销渠道,短期险,同比增速,吉林省分公司,大个险,2.620743471,-0.192635816,-0.192635816
服务营销渠道,短期险,同比增速,天津市分公司,大个险,0.144036301,0.781030445,0.781030445
服务营销渠道,短期险,同比增速,安徽省分公司,大个险,0.621581281,1.173155097,1.173155097
服务营销渠道,短期险,同比增速,山东省分公司,大个险,1.33249902,0.442907857,0.442907857
服务营销渠道,短期险,同比增速,山西省分公司,大个险,3.45188696,5.610285714,5.610285714
服务营销渠道,短期险,同比增速,江苏省分公司,大个险,2.561651978,1.926488116,1.926488116
服务营销渠道,短期险,同比增速,江西省分公司,大个险,2.386574352,4.781772152,4.781772152
服务营销渠道,短期险,同比增速,河北省分公司,大个险,1.998504175,2.499921412,2.499921412
服务营销渠道,短期险,同比增速,河南省分公司,大个险,2.159610616,1.994148708,1.994148708
服务营销渠道,短期险,同比增速,浙江省分公司,大个险,0.32328871,1.834539737,1.834539737
服务营销渠道,短期险,同比增速,湖北省分公司,大个险,1.990731443,3.014263473,3.014263473
服务营销渠道,短期险,同比增速,湖南省分公司,大个险,1.693197658,0.995723907,0.995723907
服务营销渠道,短期险,同比增速,福建省分公司,大个险,0.257732289,7.879162896,7.879162896
服务营销渠道,短期险,同比增速,辽宁省分公司,大个险,1.406090869,1.675246026,1.675246026
服务营销渠道,短期险,同比增速,黑龙江分公司,大个险,0.877061308,0.817429119,0.817429119
电销渠道,其他长险趸交,保费合计,上海市分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,内蒙古分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,北京市分公司,非大个险,14.2104,0,0
电销渠道,其他长险趸交,保费合计,吉林省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,天津市分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,安徽省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,山东省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,山西省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,江苏省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,江西省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,河北省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,河南省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,浙江省分公司,非大个险,263063.2608,3684.2042,3684.2042
电销渠道,其他长险趸交,保费合计,湖北省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,湖南省分公司,非大个险,0.16,0,0
电销渠道,其他长险趸交,保费合计,福建省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,辽宁省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,保费合计,黑龙江分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,上海市分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,内蒙古分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,北京市分公司,非大个险,0.149327488,0,0
电销渠道,其他长险趸交,同比增速,吉林省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,天津市分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,安徽省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,山东省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,山西省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,江苏省分公司,非大个险,-1,0,0
电销渠道,其他长险趸交,同比增速,江西省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,河北省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,河南省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,浙江省分公司,非大个险,1.119917973,0.365309526,0.365309526
电销渠道,其他长险趸交,同比增速,湖北省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,湖南省分公司,非大个险,-0.903540079,0,0
电销渠道,其他长险趸交,同比增速,福建省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,辽宁省分公司,非大个险,0,0,0
电销渠道,其他长险趸交,同比增速,黑龙江分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,上海市分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,内蒙古分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,北京市分公司,非大个险,14.2104,0,0
电销渠道,长险趸交,保费合计,吉林省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,天津市分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,安徽省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,山东省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,山西省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,江苏省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,江西省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,河北省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,河南省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,浙江省分公司,非大个险,263063.2608,3684.2042,3684.2042
电销渠道,长险趸交,保费合计,湖北省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,湖南省分公司,非大个险,0.16,0,0
电销渠道,长险趸交,保费合计,福建省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,辽宁省分公司,非大个险,0,0,0
电销渠道,长险趸交,保费合计,黑龙江分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,上海市分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,内蒙古分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,北京市分公司,非大个险,0.149327488,0,0
电销渠道,长险趸交,同比增速,吉林省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,天津市分公司,非大个险,0,0,0
